SEX,ECONOMIC,NS-SEC,Tenture,Internet,NPH,NAH,NCH,GFR,INCOME,GWHI,TWE
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,773
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1062,494
Male,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,2,2,0,Eastern,other source,1185,1019
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,other source,252,655
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Eastern,earnings,789,467
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1120,670
Male,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,2,2,0,Eastern,earnings,449,603
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,450,383
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,earnings,342,448
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,754
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Eastern,other source,655,1098
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,1046
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,earnings,550,444
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1098,1175
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,477,230
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,223,289
Female,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,earnings,1185,623
Male,Part-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,earnings,850,753
Male,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,Eastern,earnings,348,241
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,earnings,574,324
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,441,561
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,280,337
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,482,475
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,1027,172
Male,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,Eastern,earnings,734,347
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,1002
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,458,515
Male,Economically inactive,Not classified for other reasons,Private rented,Yes,2,2,0,Eastern,other source,419,509
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,355,561
Female,Economically inactive,Not classified for other reasons,Private rented,Yes,2,2,0,Eastern,other source,338,291
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,519,513
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,567,511
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Eastern,earnings,1185,662
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Eastern,earnings,727,332
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,859,734
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,other source,1185,1058
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,1175
Female,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,earnings,922,528
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Eastern,other source,201,209
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,404,427
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Eastern,other source,420,327
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,1185,640
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Eastern,earnings,914,566
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,other source,303,1074
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,1175
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,781,330
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Eastern,other source,750,790
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Eastern,earnings,954,556
Female,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Eastern,other source,401,143
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,916,497
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,No,2,2,0,Eastern,earnings,432,435
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,earnings,810,264
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,967,593
Male,Economically inactive,Routine and manual occupations,Owned,Yes,2,2,0,Eastern,other source,316,350
Male,Economically inactive,Intermediate occupations,Owned,Yes,2,2,0,Eastern,other source,929,943
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Eastern,earnings,984,549
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,477,187
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,924
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Eastern,earnings,921,431
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,631,1175
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,earnings,754,249
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1178,836
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,821,530
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,1138
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Eastern,other source,236,218
Male,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Eastern,other source,224,277
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Eastern,other source,341,298
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,581,923
Female,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,570
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,2,2,0,Eastern,other source,350,271
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Eastern,other source,324,289
Female,Part-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,other source,269,247
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,1185,586
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Eastern,earnings,500,931
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Eastern,earnings,267,372
Female,Part-time working,Routine and manual occupations,Public rented,No,2,2,0,Eastern,earnings,240,179
Female,Full-time working,"Never worked and long term unemployed, students and occupation not stated",Owned,Yes,2,2,0,London,earnings,855,546
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,London,earnings,1185,514
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,London,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,London,earnings,1185,1117
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,London,earnings,1185,1175
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,London,other source,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,London,earnings,950,1175
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,London,other source,1185,1175
Male,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,2,2,0,London,earnings,1185,429
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,London,earnings,895,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,London,earnings,830,623
Female,Part-time working,Intermediate occupations,Owned,Yes,2,2,0,London,earnings,581,551
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,London,earnings,1185,569
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,London,earnings,1185,536
Male,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,London,earnings,991,484
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,London,earnings,490,389
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,London,other source,161,646
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,London,earnings,1185,829
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,London,other source,1185,883
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,London,earnings,1185,407
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,London,other source,1185,1175
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,London,other source,637,371
Male,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Owned,Yes,2,2,0,London,other source,4,590
